id,title,authors,venue,year,citationCount,referenceCount,influentialCitationCount,doi,url
513c351356cfefb048c7a0cf6be1b558cab92107,"Do introductory STEM courses disproportionately weed out minoritized students at large, public, research-intensive universities?",N. Hatfield; Noam Brown; C. Topaz,,2022,3,0,0,10.31235/osf.io/3gqps,https://www.semanticscholar.org/paper/513c351356cfefb048c7a0cf6be1b558cab92107
5927ccf0386be068399fdef7e4f97005379718ac,Disorders in sterol metabolism: A case series,J. Lee; S. Kiss; D. Amor; Noam Brown; W. Hardikar; Kai-Ting Hong; D. Macgregor; M. Marty; J. Marum; Gautham Pai; J. Wallace; J. Pitt,Pathology (Sydney),2022,0,0,0,10.1016/j.pathol.2021.12.052,https://www.semanticscholar.org/paper/5927ccf0386be068399fdef7e4f97005379718ac
6acd1d29678850eaf939add54af3b07a9922eb88,Do introductory courses disproportionately drive minoritized students out of STEM pathways?,N. Hatfield; Noam Brown; C. Topaz,PNAS Nexus,2022,111,35,4,10.1093/pnasnexus/pgac167,https://www.semanticscholar.org/paper/6acd1d29678850eaf939add54af3b07a9922eb88
7426468ad384a7f64e1d37c4c3757a79b98d5850,Augmented Thresholds for MONI,C'esar Mart'inez-Guardiola; Noam Brown; Fernando Silva-Coira; Dominik Koppl; T. Gagie; Susana Ladra,Data Compression Conference,2022,5,29,0,10.1109/DCC55655.2023.00035,https://www.semanticscholar.org/paper/7426468ad384a7f64e1d37c4c3757a79b98d5850
7842368bf1afde87deb63333871760ae848f01f9,Mastering the Game of No-Press Diplomacy via Human-Regularized Reinforcement Learning and Planning,A. Bakhtin; David J. Wu; Adam Lerer; Jonathan Gray; Athul Paul Jacob; Gabriele Farina; Alexander H. Miller; Noam Brown,International Conference on Learning Representations,2022,72,38,1,10.48550/arXiv.2210.05492,https://www.semanticscholar.org/paper/7842368bf1afde87deb63333871760ae848f01f9
7925c5f11a0c792069d635aa3f93f43d71c71c84,"A Unified Approach to Reinforcement Learning, Quantal Response Equilibria, and Two-Player Zero-Sum Games",Samuel Sokota; Ryan D'Orazio; J. Kolter; Nicolas Loizou; Marc Lanctot; Ioannis Mitliagkas; Noam Brown; Christian Kroer,International Conference on Learning Representations,2022,93,88,14,10.48550/arXiv.2206.05825,https://www.semanticscholar.org/paper/7925c5f11a0c792069d635aa3f93f43d71c71c84
7a06587d402eb4b65bcdd5e04b283814daa794fc,Eliciting Students� Critical Thinking to Connect Phenomena and Representations on Context-Based Writing-to-Learn Assignments in Mathematics,Cerys Rogers; Field M. Watts; Noam Brown; S. Finkenstaedt-Quinn,Double Helix: A Journal of Critical Thinking and Writing,2022,1,0,0,10.37514/dbh-j.2022.10.1.03,https://www.semanticscholar.org/paper/7a06587d402eb4b65bcdd5e04b283814daa794fc
c9b1c251c7e848a9822e86bed19e1161ce06f3de,An extensive scope of flow loops with a focus on particle transport,Noam Brown; M. Dejam,The Physics of Fluids,2022,16,0,0,10.1063/5.0099309,https://www.semanticscholar.org/paper/c9b1c251c7e848a9822e86bed19e1161ce06f3de
d42ac61b938a2173d0fcb9c327684748d9e880bd,Human-AI Coordination via Human-Regularized Search and Learning,Hengyuan Hu; David J. Wu; Adam Lerer; J. Foerster; Noam Brown,arXiv.org,2022,15,29,0,10.48550/arXiv.2210.05125,https://www.semanticscholar.org/paper/d42ac61b938a2173d0fcb9c327684748d9e880bd
ddabab0b5edaa56058d3b6eee33f81028f706d71,"Emergency remote instruction in 2020: Differential impacts on science, technology, engineering, and mathematics students’ confidence and belonging, by gender, race/ethnicity, and socioeconomic status",Noam Brown; Sarah T. Zipf; Sherry L. Pagoto; M. Waring; N. Hatfield; L. Palmer; Katherine A. Lewis; Deja Workman,Frontiers in Education,2022,2,27,0,10.3389/feduc.2022.915789,https://www.semanticscholar.org/paper/ddabab0b5edaa56058d3b6eee33f81028f706d71
e89ed6bb1864558e3889f5f2fb8931643c633479,Human-level play in the game of Diplomacy by combining language models with strategic reasoning,A. Bakhtin; Noam Brown; Emily Dinan; Gabriele Farina; Colin Flaherty; Daniel Fried; Andrew Goff; Jonathan Gray; Hengyuan Hu; Athul Paul Jacob; Mojtaba Komeili; Karthik Konath; Minae Kwon; Adam Lerer; Mike Lewis; Alexander H. Miller; S. Mitts; Adithya Renduchintala; Stephen Roller; Dirk Rowe; Weiyan Shi; J. Spisak; Alexander Wei; David J. Wu; Hugh Zhang; M.N. Zijlstra,Science,2022,618,62,20,10.1126/science.ade9097,https://www.semanticscholar.org/paper/e89ed6bb1864558e3889f5f2fb8931643c633479
ea851ee70819173ab2e97997dfdc041eb4f264b3,Biaxial Low-Temperature Superplasticity of AA 5083 Produced by Accumulative Roll Bonding,B. Mcbride; Noam Brown; N. Surghani; V. Svaldi; R. Mountford; A. Clarke; K. Clarke,Journal of materials engineering and performance (Print),2022,2,32,0,10.1007/s11665-022-07302-5,https://www.semanticscholar.org/paper/ea851ee70819173ab2e97997dfdc041eb4f264b3
ece043304f2b608d776d3cd695a58d8ffc7a80a1,Equilibrium Finding in Normal-Form Games Via Greedy Regret Minimization,Hugh Zhang; Adam Lerer; Noam Brown,AAAI Conference on Artificial Intelligence,2022,16,41,0,10.48550/arXiv.2204.04826,https://www.semanticscholar.org/paper/ece043304f2b608d776d3cd695a58d8ffc7a80a1
fffb1db211354c7838e24b069c423ac7c064bfbd,A Fine-Tuning Approach to Belief State Modeling,Samuel Sokota; Hengyuan Hu; David J. Wu; J. Kolter; J. Foerster; Noam Brown,International Conference on Learning Representations,2022,13,40,2,,https://www.semanticscholar.org/paper/fffb1db211354c7838e24b069c423ac7c064bfbd
0c3c71c63153063afb08ecb67e9682b1b13e83fa,Safe Search for Stackelberg Equilibria in Extensive-Form Games,C. Ling; Noam Brown,AAAI Conference on Artificial Intelligence,2021,3,26,0,10.1609/aaai.v35i6.16697,https://www.semanticscholar.org/paper/0c3c71c63153063afb08ecb67e9682b1b13e83fa
12c64f1478d082bdc4a3d56d6135ca62e1456e0e,Scalable Online Planning via Reinforcement Learning Fine-Tuning,Arnaud Fickinger; Hengyuan Hu; Brandon Amos; Stuart J. Russell; Noam Brown,Neural Information Processing Systems,2021,25,52,0,,https://www.semanticscholar.org/paper/12c64f1478d082bdc4a3d56d6135ca62e1456e0e
16ab6f35abcdbe413f2fccc6bc5b80e7ccf28de6,Learned Belief Search: Efficiently Improving Policies in Partially Observable Settings,Hengyuan Hu; Adam Lerer; Noam Brown; J. Foerster,arXiv.org,2021,22,29,1,,https://www.semanticscholar.org/paper/16ab6f35abcdbe413f2fccc6bc5b80e7ccf28de6
279d0d09e646ce5faf3d7abbbec3d64c23302693,A review of the clinical assistant workforce at a district general hospital during the COVID-19 pandemic,Noam Brown; Sebastian Moshtael; Michael Rogers; Idil Mohamed; Ben Smith; C. Rimmer; A. Hamad; A. Yan,Future healthcare journal,2021,2,21,0,10.7861/fhj.2021-0056,https://www.semanticscholar.org/paper/279d0d09e646ce5faf3d7abbbec3d64c23302693
28cd4cc566fc87d2182679ffebd0838d195f0846,"Estimated US Infection- and Vaccine-Induced SARS-CoV-2 Seroprevalence Based on Blood Donations, July 2020-May 2021.",Jefferson M. Jones; M. Stone; H. Sulaeman; Rebecca V Fink; Honey Dave; Matthew E. Levy; C. di Germanio; V. Green; E. Notari; Paula Saá; B. Biggerstaff; D. Strauss; Debra A. Kessler; R. Vassallo; R. Reik; S. Rossmann; M. Destree; Kim-Anh Nguyen; M. Sayers; C. Lough; D. Bougie; Megan N. Ritter; G. Latoni; Billy Weales; S. Sime; J. Gorlin; Noam Brown; Carolyn V. Gould; K. Berney; Tina J. Benoit; Maureen J. Miller; D. Freeman; Deeksha Kartik; A. Fry; E. Azziz‐Baumgartner; A. Hall; A. MacNeil; A. Gundlapalli; S. Basavaraju; S. Gerber; M. Patton; B. Custer; Phillip Williamson; G. Simmons; N. Thornburg; S. Kleinman; S. Stramer; J. Opsomer; M. Busch,Journal of the American Medical Association (JAMA),2021,185,35,8,10.1001/jama.2021.15161,https://www.semanticscholar.org/paper/28cd4cc566fc87d2182679ffebd0838d195f0846
29acc7331c2802f5932383cdb115a7e1d64693dc,"Pneumococcal Disease Outbreak at a State Prison, Alabama, USA, September 1–October 10, 2018",Guillermo V. Sanchez; Constance L Bourne; Sherri L. Davidson; Mark Ellis; L. Feldstein; Katherine Fay; Noam Brown; Evelyn F. Geeter; Lytasha L Foster; C. Gilmore; M. McIntyre; B. Taylor; Srinivasan Velusamy; S. Chochua; Almea M Matanock,Emerging Infectious Diseases,2021,12,14,0,10.3201/eid2707.203678,https://www.semanticscholar.org/paper/29acc7331c2802f5932383cdb115a7e1d64693dc
4a857a10662fa5ab5810d19b653e1cdf5ab0ffdf,Toward Effective Courseware at Scale: Investigating Automatically Generated Questions as Formative Practice,Rachel Van Campenhout; Noam Brown; Bill Jerome; Jeffrey S. Dittel; Benny G. Johnson,ACM Conference on Learning @ Scale,2021,13,7,0,10.1145/3430895.3460162,https://www.semanticscholar.org/paper/4a857a10662fa5ab5810d19b653e1cdf5ab0ffdf
50a564596bc5f79b1b0ab553c0c74fcee7de2b43,"Racial disparities in invasive Haemophilus influenzae disease — United States, 2008–2017",Noam Brown; Amy E. Blain; Kari Burzlaff; L. Harrison; S. Petit; W. Schaffner; C. Smelser; A. Thomas; Lori Triden; J. Watt; Tracy Pondo; M. Whaley; Fang Hu; Xin Wang; Sara E. Oliver; H. M. Soeters,Clinical Infectious Diseases,2021,17,37,0,10.1093/cid/ciab449,https://www.semanticscholar.org/paper/50a564596bc5f79b1b0ab553c0c74fcee7de2b43
6f7eb6062cc4e8feecca0202f634257d1752f795,Off-Belief Learning,Hengyuan Hu; Adam Lerer; Brandon Cui; Luis Pineda; David J. Wu; Noam Brown; J. Foerster,International Conference on Machine Learning,2021,101,29,10,,https://www.semanticscholar.org/paper/6f7eb6062cc4e8feecca0202f634257d1752f795
8bb570567c4079406e218bc0c9ac7ed1f0408641,"Descriptive evaluation of antibody responses to severe acute respiratory coronavirus virus 2 (SARS-CoV-2) infection in plasma and gingival crevicular fluid in a nursing home cohort—Arkansas, June–August 2020",Noam Brown; A. Lyons; A. Schuh; M. Stumpf; J. Harcourt; A. Tamin; Mohammad Rasheed; Lisa A. Mills; S. Lester; N. Thornburg; Kenny Nguyen; V. Costantini; J. Vinjé; Jennifer Y. Huang; Sarah E. Gilbert; Paige Gable; Susan Bollinger; Sarah Sabour; Elizabeth Beshearse; D. Surie; Caitlin Biedron; Christopher J. Gregory; Nakia S Clemmons; Brett Whitaker; Melissa M. Coughlin; Kathryn A. Seely; Kelley Garner; Trent Gulley; Tafarra Haney; A. Kothari; N. Patil; A. Halpin; L. McDonald; P. Kutty; Allison C. Brown,Infection control and hospital epidemiology,2021,3,33,0,10.1017/ice.2021.484,https://www.semanticscholar.org/paper/8bb570567c4079406e218bc0c9ac7ed1f0408641
9e1860e0c0645a257232b0af6eccd8422f51508e,Quality improvement project: Improving documentation and junior doctor confidence on covid-19 ward rounds using a ward round pro forma,Noam Brown; J. Horne; A. Low,,2021,1,0,0,10.1093/bjsopen/zrab032.097,https://www.semanticscholar.org/paper/9e1860e0c0645a257232b0af6eccd8422f51508e
b58f6674bf54fdee0ce1bc36d536e3b1d50030ad,No-Press Diplomacy from Scratch,A. Bakhtin; David J. Wu; Adam Lerer; Noam Brown,Neural Information Processing Systems,2021,51,44,3,,https://www.semanticscholar.org/paper/b58f6674bf54fdee0ce1bc36d536e3b1d50030ad
d7bebb71635cb818d2f5e0ca0a70434283deb4b6,Modeling Strong and Human-Like Gameplay with KL-Regularized Search,Athul Paul Jacob; David J. Wu; Gabriele Farina; Adam Lerer; A. Bakhtin; Jacob Andreas; Noam Brown,International Conference on Machine Learning,2021,77,80,5,,https://www.semanticscholar.org/paper/d7bebb71635cb818d2f5e0ca0a70434283deb4b6
dcadf43853419d2c36b68b5e60b2fc6c9668c0c7,The impact of signposting and group support pathways on a community-based physical activity intervention grounded in motivational interviewing.,M. Wade; Noam Brown; J. Steele; S. Mann; B. Dancy; S. Winter; A. Majumdar,Journal of public health,2021,2,49,0,10.1093/pubmed/fdab198,https://www.semanticscholar.org/paper/dcadf43853419d2c36b68b5e60b2fc6c9668c0c7
ee3dca78d82e074d5afaa201a4960bffd283d620,A review of the clinical assistant workforce during COVID-19 at a district general hospital,Mohamed Idil; Noam Brown; Michael Rogers; Sebastian Moshtael; Ben Smith; C. Rimmer; A. Hamad; A. Yan,,2021,1,0,0,10.7861/FHJ.8-1-S26,https://www.semanticscholar.org/paper/ee3dca78d82e074d5afaa201a4960bffd283d620
25a6cdaf8f8aa25727782dc8b10e6974b826c278,Health and education concerns about returning to campus and online learning during the COVID-19 pandemic among US undergraduate STEM majors,L. Palmer; Sherry L. Pagoto; Deja Workman; Kathrine A Lewis; Lauren R Rudin; Nina De Luna; Valeria Herrera; Noam Brown; Jessica L. Bibeau; Kaylei Arcangel; M. Waring,Journal of American College Health,2020,9,49,0,10.1080/07448481.2021.1979009,https://www.semanticscholar.org/paper/25a6cdaf8f8aa25727782dc8b10e6974b826c278
29033527858563659bb3f3123436c9ddf47c400c,Unlocking the Potential of Deep Counterfactual Value Networks,Ryan Zarick; Bryan Pellegrino; Noam Brown; Caleb Banister,arXiv.org,2020,20,51,1,,https://www.semanticscholar.org/paper/29033527858563659bb3f3123436c9ddf47c400c
789c818cee87fb572a22797408bac01dfc55ca03,"Estimated Community Seroprevalence of SARS-CoV-2 Antibodies — Two Georgia Counties, April 28–May 3, 2020",H. Biggs; J. Harris; L. Breakwell; F. S. Dahlgren; G. Abedi; C. Szablewski; J. Drobeniuc; N. Bustamante; Olivia M Almendares; A. Schnall; Z. Gilani; Tiffany Smith; L. Gieraltowski; Jeffrey A. Johnson; Kristina L. Bajema; Kelsey McDavid; Ilana J. Schafer; Vickie Sullivan; L. Punkova; A. Tejada-Strop; Raiza Amiling; Claire P. Mattison; M. Cortese; S. Ford; L. Paxton; C. Drenzek; J. Tate; Noam Brown; Karen T Chang; Nicholas P. Deputy; Rodel Desamu-Thorpe; Chase Gorishek; Arianna Hanchey; M. Melgar; Benjamin Monroe; C. F. Nielsen; G. Pellegrini; Mays Shamout; Laura I. Tison; Sara J. Vagi; Rachael Zacks,MMWR. Morbidity and mortality weekly report,2020,116,13,1,10.15585/mmwr.mm6929e2,https://www.semanticscholar.org/paper/789c818cee87fb572a22797408bac01dfc55ca03
7f79ac114d30c2c7dae91075210fbfda90c9d76f,Human-Level Performance in No-Press Diplomacy via Equilibrium Search,Jonathan Gray; Adam Lerer; A. Bakhtin; Noam Brown,International Conference on Learning Representations,2020,62,55,3,,https://www.semanticscholar.org/paper/7f79ac114d30c2c7dae91075210fbfda90c9d76f
874e0bcbe52d157b7fd565702d1bdcc6a8fd32cd,DREAM: Deep Regret minimization with Advantage baselines and Model-free learning,Eric Steinberger; Adam Lerer; Noam Brown,arXiv.org,2020,69,42,10,,https://www.semanticscholar.org/paper/874e0bcbe52d157b7fd565702d1bdcc6a8fd32cd
906b8d52e95a919ccd2ab6a7c93eda2e36957e2a,South Carolina Conference Journal (MEC) 1887,R. Cottingham; F. Smith; N. Cardozo; W.; J.; Smith; R. L. Hicksen; M. Stewart; Kennedy; J. McLeod; Evans; A. D. Harris; A. C. Dutton; M. Gray; C. F.; Jones; A.; Lew; J. Brown; A. Quick; G. D.; Johnson; Cottingham; F. Blakeney; Noam Brown; S. Butler; J. Rose; Burroughs; Snetter; N. Davies; Townsetrd; V. Adán; S. Garrett; A. Adams; W. J. Sinith; S. Thomas; Tho Alang; R. Brown; W. McIntosh; Carter; v.; A. Oglesby; C.; Robinson; C. C. Jacobs,,2020,0,19,0,,https://www.semanticscholar.org/paper/906b8d52e95a919ccd2ab6a7c93eda2e36957e2a
9d53a29121c4354800a5d072c352a2c5189c68f3,STEM undergraduates’ perspectives of instructor and university responses to the COVID-19 pandemic in Spring 2020,Sherry L. Pagoto; Kathrine A Lewis; Laurie C Groshon; L. Palmer; M. Waring; Deja Workman; Nina De Luna; Noam Brown,PLoS ONE,2020,28,46,0,10.1371/journal.pone.0256213,https://www.semanticscholar.org/paper/9d53a29121c4354800a5d072c352a2c5189c68f3
9df804af61da0fb41a8603fede1f190bb92bfa9a,"Assessment of commercial SARS-CoV-2 antibody assays, Jamaica",Tiffany R. Butterfield; Alrica Bruce-Mowatt; Y. Phillips; Noam Brown; Keisha Francis; Jabari Brown; J. Walker; N. McKnight; K. Ehikhametalor; Devon K. Taylor; C. Bruce; D. McGrowder; G. Wharfe; S. Sandiford; Tamara K. Thompson; J. Anzinger,medRxiv,2020,8,16,0,10.1016/j.ijid.2021.02.059,https://www.semanticscholar.org/paper/9df804af61da0fb41a8603fede1f190bb92bfa9a
ab3bcae998f680c6b354f56a19627f1196dd2481,Turning Chutes into Ladders for Women Faculty: A Review and Roadmap for Equity in Academia,Michelle I. Cardel; E. Dhurandhar; Ceren Yarar-Fisher; Monica Foster; Bertha Hidalgo; L. McClure; Sherry L. Pagoto; Noam Brown; Dori W. Pekmezi; Noha Sharafeldin; A. Willig; C. Angelini,Journal of Women's Health,2020,111,129,4,10.1089/jwh.2019.8027,https://www.semanticscholar.org/paper/ab3bcae998f680c6b354f56a19627f1196dd2481
d49d2eef7b11335cfce70507b9968f678130828f,Exploring the acceleration of Nekbone on reconfigurable architectures,Noam Brown,International Workshop on Heterogeneous High-performance Reconfigurable Computing,2020,29,25,3,10.1109/H2RC51942.2020.00008,https://www.semanticscholar.org/paper/d49d2eef7b11335cfce70507b9968f678130828f
d7373b1f837ea36e2496c8b9376b512cc144b1d1,GGOS Bureau of Networks and Observations: Network Infrastructure and Related Activities,C. Noll; M. Pearlman; D. Behrend; Allison Craddock; E. Pavlis; J. Saunier; Elizabeth Bradshaw; R. Barzaghi; D. Thaller; B. Maennel; R. Hippenstiel; R. Pail; Noam Brown,,2020,0,0,0,10.5194/egusphere-egu2020-22473,https://www.semanticscholar.org/paper/d7373b1f837ea36e2496c8b9376b512cc144b1d1
df2b23787a58b10962951d4f663809eb20a828ea,Combining Deep Reinforcement Learning and Search for Imperfect-Information Games,Noam Brown; A. Bakhtin; Adam Lerer; Qucheng Gong,Neural Information Processing Systems,2020,203,67,16,,https://www.semanticscholar.org/paper/df2b23787a58b10962951d4f663809eb20a828ea
1d1b9cfab35f0ce765de1bd6f21ca56802453cc5,How Teacher Perceptions Influence Social Emotional Learning (SEL) Program Implementation,Noam Brown; Christina Bryce; E. Trapanese,,2019,0,0,0,,https://www.semanticscholar.org/paper/1d1b9cfab35f0ce765de1bd6f21ca56802453cc5
2ee463bba9d4db6aec0eab17e54431a6dc80bf17,Superhuman AI for multiplayer poker,Noam Brown; T. Sandholm,Science,2019,907,30,58,10.1126/science.aay2400,https://www.semanticscholar.org/paper/2ee463bba9d4db6aec0eab17e54431a6dc80bf17
7659c2a0d2f4c9a0b05aa6a0248f887127ad5d13,Student-centred Learning in Higher Education: Implications for the Jamaican Workplace,Stephen R. Wallder; Noam Brown,Research in Educational Administration & Leadership,2019,2,44,0,10.30828/real/2019.3.8,https://www.semanticscholar.org/paper/7659c2a0d2f4c9a0b05aa6a0248f887127ad5d13
7791ffaef35fb95062293930510c6af190ea5fbe,Improving Policies via Search in Cooperative Partially Observable Games,Adam Lerer; Hengyuan Hu; Jakob N. Foerster; Noam Brown,AAAI Conference on Artificial Intelligence,2019,88,35,10,10.1609/AAAI.V34I05.6208,https://www.semanticscholar.org/paper/7791ffaef35fb95062293930510c6af190ea5fbe
7d098a6862454c51ed91097547093bae6d236a93,Family Structure,K. Covelman; Noam Brown,Encyclopedia of Couple and Family Therapy,2019,54,0,0,10.1007/978-3-319-15877-8_269-1,https://www.semanticscholar.org/paper/7d098a6862454c51ed91097547093bae6d236a93
b7e1466f27c886d08164d69e59cccef982b46c58,Stable-Predictive Optimistic Counterfactual Regret Minimization,Gabriele Farina; Christian Kroer; Noam Brown; T. Sandholm,International Conference on Machine Learning,2019,39,28,4,,https://www.semanticscholar.org/paper/b7e1466f27c886d08164d69e59cccef982b46c58
c9ffca2e42fc87d4f8f0a8d95f5af56e30e15578,Knowledge Graph Programming with a Human-in-the-Loop: Preliminary Results,Yuze Lou; M. Uddin; Noam Brown; Michael J. Cafarella,HILDA@SIGMOD,2019,4,26,0,10.1145/3328519.3329132,https://www.semanticscholar.org/paper/c9ffca2e42fc87d4f8f0a8d95f5af56e30e15578
0d84ed33bee6a1898d0104f824e78716947ab2b5,Solving Imperfect-Information Games via Discounted Regret Minimization,Noam Brown; T. Sandholm,AAAI Conference on Artificial Intelligence,2018,206,34,41,10.1609/aaai.v33i01.33011829,https://www.semanticscholar.org/paper/0d84ed33bee6a1898d0104f824e78716947ab2b5
1bac94f58213bcab50560e8496bcaba51d3f2821,Can One Class Hour Improve Creative Problem Solving Self-efficacy,J. Smith; I. Belski; Noam Brown; J. Kalyvas,,2018,2,22,0,,https://www.semanticscholar.org/paper/1bac94f58213bcab50560e8496bcaba51d3f2821
42c01c027db1e1d9846f13b73e0846bcd3852e65,Deep Counterfactual Regret Minimization,Noam Brown; Adam Lerer; Sam Gross; T. Sandholm,International Conference on Machine Learning,2018,267,54,42,,https://www.semanticscholar.org/paper/42c01c027db1e1d9846f13b73e0846bcd3852e65
5260c7a859df39be7c95591a9eec349fbe64aad0,Depth-Limited Solving for Imperfect-Information Games,Noam Brown; T. Sandholm; Brandon Amos,Neural Information Processing Systems,2018,97,41,13,,https://www.semanticscholar.org/paper/5260c7a859df39be7c95591a9eec349fbe64aad0
eaabb78d0bc44ed132e4d077e9486c86a9e4cda9,Superhuman AI for heads-up no-limit poker: Libratus beats top professionals,Noam Brown; T. Sandholm,Science,2018,849,50,45,10.1126/science.aao1733,https://www.semanticscholar.org/paper/eaabb78d0bc44ed132e4d077e9486c86a9e4cda9
0dcc5e613f2adff3f1eade232cd0488a4cde50ca,Libratus: The Superhuman AI for No-Limit Poker,Noam Brown; T. Sandholm,International Joint Conference on Artificial Intelligence,2017,109,28,6,10.24963/ijcai.2017/772,https://www.semanticscholar.org/paper/0dcc5e613f2adff3f1eade232cd0488a4cde50ca
453dc9be2b767daed4ab2c804fed82e611a9798a,The Impact of Bedside Interdisciplinary Rounds on Length of Stay and Complications,A. Dunn; M. Reyna; Brian D. Radbill; M. Parides; Claudia Colgan; Tobi Osio; Ari Benson; Noam Brown; Joy Cambe; Margaret J Zwerling; N. Egorova; H. Kaplan,Journal of Hospital Medicine,2017,45,14,1,10.12788/jhm.2695,https://www.semanticscholar.org/paper/453dc9be2b767daed4ab2c804fed82e611a9798a
9108039f526c703346c1f90821fd351a20373fba,Reduced Space and Faster Convergence in Imperfect-Information Games via Pruning,Noam Brown; T. Sandholm,International Conference on Machine Learning,2017,32,20,0,,https://www.semanticscholar.org/paper/9108039f526c703346c1f90821fd351a20373fba
9b7a9f38184e4ea0f0cb54b3ed258a053b7cf7af,Safe and Nested Subgame Solving for Imperfect-Information Games,Noam Brown; T. Sandholm,Neural Information Processing Systems,2017,207,41,20,,https://www.semanticscholar.org/paper/9b7a9f38184e4ea0f0cb54b3ed258a053b7cf7af
